ID,Fiction,Sci-Fict,Baby_Toddler,  Teen, Manga,Art&Hist,SelfImprov,Cooking, Games, Gifts,Journals,  News,NonFict,HairyPottery,Mysteries,Thrillers,Classics,Poetry,Romance,Horror
447,    10,     6,     2,     7,     7,     1,     3,     1,     6,     5,     6,     3,     6,     8,     4,     2,     3,     3,     6,     5
448,     6,     7,     2,     5,     7,     1,     4,     2,     7,     6,     7,     1,     3,     5,     2,     4,     4,     2,     2,     2
449,     4,     5,     9,     0,     3,     0,     0,     1,     5,     6,     1,     5,     8,     4,     1,     2,    10,     8,     1,     0
450,     3,     5,     1,     8,     5,     0,     9,     6,     1,     5,     4,     2,     2,     3,     2,     5,     5,     6,     5,     2
451,     5,     1,     1,     8,     1,     1,     9,     4,     1,     8,     1,     3,     4,     2,     2,     5,    10,     8,     4,     3
452,     7,     6,     8,     6,     1,     1,     3,     5,    10,     3,     2,     3,     2,     0,     0,     1,     1,     5,     7,     8
453,     2,     0,     1,     7,     5,     0,     7,     2,     1,     3,     2,     3,     2,     2,    10,     5,     7,     4,     5,     3
454,     3,     8,    10,     0,     0,     1,     1,     8,     6,     3,     4,     3,    10,     3,     4,     5,     6,     6,     0,     0
455,     3,     0,     2,    10,     1,     0,     8,     6,     1,     7,     2,     1,     5,     3,     6,     4,     5,     4,     4,     2
456,     2,     1,     2,     6,     2,     3,     9,     5,     1,     4,     1,     2,     4,     3,     9,     5,     7,     5,     2,     1
457,     4,     6,    10,     5,     0,     2,     5,     4,     8,     4,     4,     3,     2,     0,     1,     0,     2,     6,     9,     6
458,     0,     3,    10,     2,     1,     1,     1,     5,     4,     7,     2,     6,     9,     5,     2,     4,     5,     5,     2,     0
459,     2,     5,     7,     1,     1,     0,     2,     2,     4,     2,     1,     5,     9,     2,     6,     2,     3,     6,     0,     0
460,     1,     5,     9,     0,     0,     3,     0,     5,     3,     4,     2,     5,     9,     6,     2,     4,     7,     3,     1,     0
461,     6,     8,     0,     4,     6,     2,     5,     2,     3,     7,     6,     2,     4,     7,     2,     0,     1,     7,     3,     1
462,     2,     8,     7,     2,     1,     0,     2,     6,     5,     6,     3,     2,    10,     5,     4,     3,     8,     6,     2,     0
463,     5,     5,     1,     8,     6,     0,     2,     0,     6,     4,     5,     3,     3,     7,     4,     4,     1,     5,     5,     4
464,     1,     2,     1,     9,     5,     1,     8,     4,     2,     6,     1,     1,     5,     3,     7,     5,     6,     8,     6,     1
465,     2,     5,     3,     9,     4,     3,     7,     4,     2,     6,     2,     0,     6,     1,     5,     5,     6,     5,     3,     1
466,     3,     4,     9,     7,     0,     1,     4,     6,     8,     5,     3,     0,     0,     0,     1,     3,     5,     7,     9,    10
467,     6,     5,    10,     7,     1,     2,     5,     9,     8,     2,     3,     2,     2,     0,     3,     2,     4,     7,     8,     7
468,     8,     7,     1,     8,     4,     0,     4,     1,     4,     4,     9,     1,     3,     6,     5,     4,     6,     5,     8,     3
469,     6,     8,     9,     6,     0,     1,     2,     3,    10,     5,     3,     0,     0,     0,     3,     1,     3,     7,     9,     9
470,     1,     0,     4,     8,     3,     1,     8,     3,     1,     5,     1,     5,     5,     1,     2,     7,     6,     3,     7,     3
471,     7,     3,     8,     7,     0,     1,     4,     8,     9,     8,     5,     0,     2,     1,     3,     1,     2,     3,     8,    10
472,     1,     2,     2,     9,     4,     0,     7,     5,     0,     7,     1,     3,     4,     5,     5,     4,     9,     6,     6,     0
473,     0,     6,     6,     1,     1,     0,     0,     3,     2,     3,     2,     6,     9,     5,     3,     3,     9,     6,     0,     0
474,     3,     3,     1,     6,     3,     1,     9,     7,     0,     5,     2,     3,     5,     1,     4,     5,     9,     4,     5,     1
475,     6,     4,     9,     5,     0,     1,     4,     6,     9,     5,     3,     1,     1,     0,     1,     2,     3,     3,     7,    10
476,     2,     2,     1,    10,     4,     2,     5,     4,     1,     5,     1,     3,     4,     4,     6,     9,     6,     7,     5,     2
477,     8,     5,     2,     7,     5,     1,     7,     0,     5,     7,     5,     3,     2,     8,     4,     5,     4,     6,     7,     3
478,     0,     1,     1,     5,     3,     2,     7,     6,     0,     6,     1,     2,     5,     2,     5,     4,     6,     4,     4,     0
479,     6,     5,     2,     8,     8,     1,     2,     3,     3,     4,     4,     3,     3,     5,     2,     4,     1,     5,     3,     3
480,     3,     2,     5,     9,     4,     1,     8,     5,     4,     6,     3,     2,     6,     5,     5,     5,     4,     7,     5,     1
481,     8,    10,     0,     8,     8,     1,     3,     2,     6,     6,     8,     0,     2,     5,     0,     2,     3,     7,     5,     1
482,     6,     7,    10,     4,     0,     0,     2,     6,     9,     5,     5,     1,     1,     0,     3,     3,     1,     7,    10,    10
483,     5,     7,     0,     9,     6,     2,     5,     0,     5,     6,     7,     1,     4,     4,     2,     3,     3,     2,     5,     3
484,     4,     3,     0,    10,     3,     1,     9,     6,     0,     5,     2,     1,     6,     3,     5,     8,     6,     4,     7,     2
485,     3,     5,     3,     8,     3,     1,     9,     4,     1,     6,     1,     0,     3,     4,     7,     4,     9,     3,     7,     3
486,     7,     6,     8,     7,     0,     1,     3,     2,     9,     5,     4,     1,     2,     1,     2,     1,     1,     4,     9,    10
487,     4,     4,     8,     6,     1,     0,     2,     4,     8,     6,     4,     0,     0,     0,     2,     2,     1,     6,     7,    10
488,     3,     6,     9,     0,     2,     0,     2,     8,     4,     5,     1,     3,     9,     3,     3,     3,     6,     4,     0,     0
489,     2,     0,     2,    10,     2,     1,     6,     9,     1,     3,     1,     2,     4,     5,     3,     6,     7,     2,     7,     1
490,     5,     4,    10,     0,     0,     2,     1,     4,     6,     4,     2,     7,     8,     7,     3,     3,     9,     5,     0,     0
491,     4,     2,     1,     9,     3,     2,     7,     4,     1,     2,     1,     2,     5,     3,    10,     5,     8,     6,     5,     4
492,     2,     4,     7,     2,     0,     1,     1,     6,     3,     5,     4,     6,    10,     5,     1,     3,     8,     5,     1,     0
493,     3,     0,     2,     8,     5,     3,    10,     8,     0,     4,     1,     1,     4,     3,     7,     6,     9,     6,     6,     1
494,     4,     3,    10,     6,     0,     0,     7,     3,     8,     3,     3,     2,     2,     1,     5,     1,     0,     5,     8,    10
495,     4,     4,     4,     2,     3,     1,     3,     4,     5,     6,     5,     9,    10,     6,     2,     1,     8,     3,     0,     0
496,     3,     3,     4,     9,     0,     1,     8,     6,     1,     6,     1,     3,     3,     3,     6,     6,     7,     6,     5,     2
497,     4,     5,     9,     7,     0,     1,     4,     4,     8,     6,     2,     1,     2,     0,     1,     2,     0,     4,    10,    10
498,     2,     7,     8,     0,     1,     0,     1,     8,    10,     6,     5,     6,     9,     6,     1,     2,     7,     4,     1,     0
499,     4,     8,    10,     7,     0,     1,     4,     3,    10,     3,     2,     1,     1,     1,     3,     2,     2,     5,     9,     9
500,     2,     6,     9,     7,     1,     0,     5,     5,    10,     4,     2,     2,     1,     0,     2,     2,     2,     8,     9,     9
501,     3,     4,     8,     0,     1,     2,     1,     4,     5,     4,     0,     5,    10,     3,     3,     2,     8,     4,     0,     0
502,     2,     5,    10,     8,     0,     1,     7,     5,    10,     5,     3,     0,     1,     0,     2,     0,     1,     6,     9,    10
503,     5,     6,    10,     8,     0,     0,     5,     3,     6,     2,     3,     1,     3,     2,     1,     2,     0,     7,     8,    10
504,     8,     9,     2,     7,     5,     0,     2,     1,     5,     6,     7,     5,     4,     7,     3,     1,     3,     6,     5,     3
505,     2,     2,     2,     9,     5,     1,     7,     6,     2,     4,     2,     4,     5,     2,     4,     3,     7,     2,     4,     2
506,     6,     6,     1,     8,     4,     1,     4,     2,     7,     5,     9,     1,     2,     8,     2,     1,     2,     4,     6,     1
507,     5,     7,     8,     7,     0,     0,     5,     5,     8,     5,     4,     2,     1,     0,     2,     3,     0,     7,    10,     9
508,     7,     9,     4,     6,     8,     1,     4,     0,     7,     4,     5,     2,     1,     8,     4,     4,     2,     4,     3,     3
509,     2,     8,     9,     7,     0,     2,     5,     6,    10,     6,     2,     0,     0,     1,     5,     1,     1,     7,    10,     9
510,     3,     6,     7,     1,     2,     0,     1,     6,     4,     6,     1,    10,     9,     7,     2,     0,     8,     5,     0,     0
511,     2,     6,     9,     2,     2,     1,     1,     6,     3,     5,     4,     5,    10,     4,     3,     4,     7,     5,     0,     0
512,     4,     5,    10,     1,     2,     0,     0,     6,     5,     2,     2,     8,    10,     4,     0,     3,     6,     7,     0,     0
513,     1,     2,     0,     7,     4,     1,     6,     8,     1,     3,     1,     1,     4,     0,     5,     9,     8,     5,     7,     0
514,     4,     7,     9,     1,     1,     0,     2,     5,     5,     5,     1,     7,     6,     7,     2,     2,     9,     4,     1,     0
515,     0,     2,     2,     9,     2,     0,     8,     4,     2,     3,     3,     4,     2,     2,     7,     5,     7,     6,     6,     1
516,     2,     6,     8,     0,     3,     0,     1,     3,     8,     7,     1,     4,    10,     4,     5,     3,     7,     5,     1,     0
517,     2,     6,     9,     1,     1,     0,     3,     6,     5,     5,     2,     7,     8,     5,     4,     1,     7,     6,     0,     0
518,     3,     1,     1,     6,     2,     1,     7,     5,     0,     1,     1,     2,     6,     3,     7,     4,     7,     7,     5,     2
519,     3,     7,     9,     0,     0,     1,     1,     3,     6,     7,     1,     5,    10,     8,     2,     2,     5,     6,     0,     0
520,     0,     2,     2,    10,     1,     0,     8,     1,     2,     3,     2,     1,     5,     1,     5,     5,     8,     3,     5,     3
521,     5,     6,    10,     5,     0,     3,     5,     5,     7,     4,     2,     1,     0,     0,     2,     1,     4,     5,     9,    10
522,     3,     6,    10,     6,     0,     1,     4,     4,     8,     1,     3,     1,     1,     1,     3,     3,     1,     5,     9,     9
523,     3,     5,    10,     0,     1,     0,     0,     3,     6,     3,     2,     5,     8,     5,     4,     1,     6,     6,     0,     0
524,     5,     0,     3,     7,     3,     0,     9,     4,     0,     5,     1,     3,     3,     3,     7,     5,     8,     4,     4,     4
525,     1,     4,     8,     2,     1,     1,     1,     4,     6,     5,     2,     5,     8,     5,     4,     2,     9,     8,     0,     0
526,     3,     6,     7,     1,     2,     1,     2,     4,     7,     8,     2,     4,     9,     4,     4,     1,     6,     8,     1,     0
527,     4,     6,     8,     4,     0,     2,     4,     9,     7,     4,     4,     2,     2,     0,     3,     2,     3,     6,     9,     9
528,     2,     2,     3,     8,     2,     0,     7,     3,     0,     7,     0,     2,     4,     5,     7,     2,     8,     4,     6,     0
529,     2,     6,     8,     0,     3,     1,     1,     4,     5,     4,     1,     3,     9,     3,     0,     3,     7,     4,     1,     0
530,     1,     6,     2,     8,     1,     2,     9,     5,     2,     5,     3,     3,     5,     5,     7,     7,     5,     3,     3,     1
531,     4,     2,     5,     8,     2,     1,     9,     5,     1,     4,     2,     2,     3,     4,     5,     8,     3,     7,     7,     0
532,     2,     8,     7,     1,     0,     2,     1,     5,     5,     3,     1,     4,     8,     6,     3,     2,     8,     2,     0,     0
533,     1,     2,     3,     8,     2,     2,    10,     9,     0,     2,     2,     3,     2,     1,     8,     6,     9,     3,     6,     3
534,     3,     7,    10,     3,     0,     0,     1,     5,     8,     4,     2,     5,     8,     5,     4,     1,     5,     6,     0,     0
535,     4,     0,     3,     9,     3,     1,     8,     2,     1,     7,     1,     3,     7,     4,     7,     2,     5,     6,     4,     4
536,     8,     9,     0,     8,     7,     1,     3,     1,     5,     3,     8,     4,     2,     4,     2,     5,     1,     4,     3,     3
537,     1,     1,     4,     9,     2,     0,     9,     4,     0,     4,     0,     1,     6,     3,     4,     4,     6,     2,     3,     3
538,     5,     8,     0,     8,     4,     2,     4,     2,     5,     5,     8,     2,     4,     6,     2,     2,     2,     6,     7,     5
539,     1,     1,     4,     8,     2,     2,     8,     4,     0,     5,     2,     1,     3,     3,     7,     7,     7,     7,     2,     1
540,     5,     7,     9,     0,     1,     0,     0,     7,     5,     6,     3,     6,     9,     4,     2,     4,     5,     5,     0,     0
541,     3,     3,     9,     0,     1,     2,     2,     3,     5,     5,     1,     5,     7,     4,     1,     1,     9,     5,     1,     0
542,     4,     4,     1,     8,     1,     0,     8,     6,     0,     5,     3,     1,     3,     0,     7,     4,     7,     6,     4,     2
543,     2,     1,     1,     8,     1,     2,     8,     6,     2,     2,     0,     2,     5,     2,     3,     1,     8,     7,     5,     3
544,     3,     5,     9,     5,     1,     1,     3,     3,    10,     3,     1,     3,     2,     2,     1,     3,     1,     4,     7,     9
545,     5,     8,     0,     7,     6,     0,     3,     2,     6,     7,     5,     3,     3,     9,     2,     3,     6,     5,     5,     2
546,     4,     1,     2,     6,     2,     0,     7,     4,     0,     4,     0,     0,     3,     1,     8,     5,     6,     6,     2,     1
547,     2,     2,     4,     8,     3,     1,     8,     6,     2,     4,     2,     3,     4,     4,     5,     3,     8,     5,     5,     1
548,     3,     6,    10,     7,     0,     2,     7,     5,     7,     5,     1,     1,     1,     1,     2,     0,     3,     6,     9,     9
549,     4,     7,    10,     3,     0,     2,     2,     4,     7,     7,     1,     1,     2,     1,     2,     1,     2,     9,    10,     9
550,     1,     0,     3,     8,     2,     2,     8,     9,     1,     6,     1,     2,     5,     2,     7,     8,     9,     5,     6,     3
551,     3,     4,     1,     9,     3,     1,     7,     7,     2,     8,     3,     1,     4,     3,     7,     6,     5,     5,     7,     2
552,     4,     8,    10,     5,     1,     1,     3,     7,    10,     5,     3,     0,     2,     0,     3,     0,     1,     4,     9,     9
553,     1,     2,     2,     8,     2,     0,     7,     5,     1,     5,     1,     5,     5,     1,     5,     6,     7,     8,     4,     4
554,     0,     4,     9,     0,     1,     0,     3,     4,     7,     6,     0,     6,    10,     3,     2,     5,     7,     6,     1,     0
555,     4,     6,     9,     1,     1,     0,     1,     5,     4,     3,     2,     4,     9,     4,     2,     1,     8,     4,     0,     0
556,     2,     4,    10,     2,     1,     2,     1,     4,     5,     7,     2,     5,     9,     4,     1,     4,    10,     6,     0,     0
557,     6,     9,     5,     2,     0,     0,     6,     7,     7,     2,     7,     2,     0,     1,     3,     7,     2,     5,     7,     8
558,     5,     9,     7,     6,     0,     2,     7,     8,     8,     7,     2,     1,     0,     1,     4,     2,     1,     6,     9,     9
559,     2,     2,     3,    10,     3,     0,     8,     6,     1,     2,     3,     2,     2,     5,     5,     4,     7,     3,     6,     2
560,     1,     0,     0,     8,     5,     1,     8,     7,     0,     4,     1,     2,     2,     1,     6,     4,     5,     4,     7,     1
561,     6,     7,     9,     6,     0,     2,     4,     3,     7,     3,     4,     3,     1,     0,     3,     2,     0,     8,     9,    10
562,     5,     6,    10,     2,     2,     0,     1,     3,     3,     5,     0,     4,    10,     4,     0,     2,     8,     6,     0,     0
563,     5,     5,    10,     6,     0,     1,     6,     7,    10,     4,     3,     0,     1,     2,     2,     4,     3,     3,     9,     8
564,     3,     2,     3,     9,     2,     2,     9,     6,     1,     7,     3,     0,     2,     2,     5,     4,     6,     3,     4,     2
565,     9,     8,     1,    10,     3,     1,     2,     0,     4,     4,     7,     1,     5,     9,     4,     3,     2,     4,     3,     3
566,     3,     3,     2,     7,     5,     1,     8,     8,     1,     6,     3,     5,     5,     4,     6,     6,     6,     7,     5,     4
567,     2,     4,     6,     2,     2,     0,     1,     3,     5,     7,     3,     4,    10,     6,     7,     2,     7,     4,     0,     0
568,     8,     3,     2,     6,     8,     2,     5,     1,     6,     4,     9,     2,     3,     9,     4,     4,     2,     5,     5,     3
569,     8,     5,     2,     7,     4,     1,     5,     1,     5,     6,     7,     3,     4,     7,     3,     2,     4,     6,     3,     2
570,     2,     7,     7,     2,     1,     1,     0,     6,     5,     4,     3,     7,     9,     5,     3,     1,     7,     6,     0,     0
571,     1,     2,     1,     7,     2,     1,     7,     5,     1,     5,     2,     1,     7,     4,     4,     3,     9,     4,     5,     2
572,     3,     8,     8,     4,     0,     0,     5,     6,    10,     4,     2,     1,     1,     0,     1,     1,     3,     7,     9,     8
573,     3,     9,     8,     5,     0,     1,     3,     6,     9,     6,     1,     1,     0,     1,     2,     2,     1,     3,     8,     8
574,     7,     6,    10,     7,     1,     1,     6,     5,     7,     5,     3,     1,     1,     0,     1,     1,     3,     2,     9,     9
575,     5,     1,     3,     8,     3,     0,     8,     2,     0,     4,     1,     2,     4,     1,     8,     5,     6,     4,     8,     1
576,     1,     2,     2,     7,     2,     2,     7,     6,     0,     5,     3,     3,     3,     2,     7,     6,     6,     4,     5,     3
577,     2,     4,     1,     7,     3,     2,    10,     6,     1,     6,     4,     2,     5,     1,     6,     1,     6,     5,     4,     2
578,     5,     2,     1,     9,     2,     2,     7,     6,     1,     6,     3,     3,     4,     3,     5,     6,     8,     5,     2,     1
579,     3,     6,     8,     3,     0,     3,     1,     6,     6,     6,     0,     6,    10,     5,     6,     1,     8,     6,     0,     0
580,     3,     5,     8,     0,     0,     0,     1,     8,     3,     3,     3,     6,    10,     4,     2,     2,     8,     4,     2,     0
581,     3,     9,    10,     1,     2,     0,     0,     4,     5,     5,     2,     8,     8,     4,     3,     5,     5,     7,     0,     0
582,     4,     7,     5,     2,     2,     1,     2,     5,     3,     5,     2,     4,    10,     6,     3,     2,     6,     6,     1,     0
583,     4,     1,     8,     0,     4,     1,     0,     5,     7,     5,     4,     3,     9,     5,     2,     2,     6,     6,     0,     0
584,     3,     6,     9,     7,     0,     1,     3,     1,     8,     5,     1,     0,     1,     0,     0,     1,     2,     6,    10,     9
585,     1,     4,     7,     0,     1,     2,     0,     3,     5,     6,     0,     5,    10,     3,     0,     1,     8,     4,     0,     0
586,     6,     9,     2,     6,     6,     1,     3,     1,     5,     5,     2,     3,     1,     5,     4,     3,     1,     6,     4,     4
587,     6,     7,     2,     6,     7,     1,     3,     1,     4,     5,     7,     2,     3,     6,     1,     2,     0,     4,     6,     5
588,     6,     8,     0,     6,     5,     2,     2,     1,     4,     3,     6,     2,     3,     5,     2,     3,     2,     6,     3,     1
589,     1,     6,     9,     2,     1,     4,     1,     5,     4,     6,     0,     5,    10,     3,     1,     0,     7,     7,     1,     0
590,     1,     3,     0,     7,     1,     1,     9,     3,     1,     7,     2,     1,     2,     0,     6,     7,     6,     3,     6,     1
591,     5,     7,     8,     5,     0,     1,     7,     3,     9,     6,     0,     2,     0,     0,     2,     1,     4,     5,     8,     9
592,     5,     6,     8,     7,     0,     1,     6,     2,     6,     5,     1,     0,     0,     2,     1,     2,     1,     5,     8,     8
593,     2,     0,     2,     8,     0,     1,     7,     5,     0,     6,     0,     4,     5,     2,     6,     5,     7,     4,     5,     1
594,     7,     5,     9,     4,     0,     0,     5,     3,     6,     7,     5,     0,     1,     0,     4,     1,     1,     2,     9,    10
595,     6,     7,     0,     7,     8,     3,     1,     2,     9,     5,     7,     3,     4,     9,     0,     3,     2,     4,     6,     5
596,     5,     6,     1,     8,     6,     2,     4,     2,     4,     3,     6,     3,     2,     6,     1,     3,     2,     7,     5,     2
597,     4,     5,    10,     8,     1,     1,     5,     5,    10,     3,     2,     1,     2,     0,     3,     1,     2,     9,     9,     6
598,     2,     6,     8,     2,     1,     1,     1,     5,     5,     4,     3,     6,     9,     7,     4,     3,     8,     6,     0,     0
599,     5,     9,     1,     7,     4,     0,     4,     2,     4,     4,     8,     1,     1,     9,     4,     3,     2,     3,     3,     5
600,     3,     9,    10,     1,     1,     3,     2,     5,     3,     5,     2,     8,    10,     5,     3,     4,     7,     5,     0,     0
601,     9,     9,     1,     4,     8,     1,     3,     2,     3,     3,     4,     2,     0,     6,     4,     2,     1,     3,     6,     3
602,     1,     0,     2,     8,     4,     0,     9,     6,     3,     7,     1,     4,     2,     3,     9,     3,     9,     5,     4,     1
603,     8,     7,     3,     5,     9,     1,     5,     1,     7,     3,     4,     3,     3,     5,     3,     2,     1,     4,     4,     3
604,     6,     5,     6,     6,     0,     1,     3,     7,     9,     4,     4,     1,     1,     0,     2,     4,     1,     6,     7,     9
605,     7,    10,     3,     6,     3,     1,     1,     2,     5,     5,     8,     4,     4,     4,     1,     1,     0,     3,     6,     5
606,     1,     2,     3,     5,     0,     2,     8,     3,     2,     7,     2,     1,     6,     3,     5,     3,     8,     5,     8,     4
607,     3,     8,     8,     0,     3,     0,     0,     3,     4,     4,     2,     5,     8,     5,     3,     2,     9,     6,     1,     0
608,     3,     3,    10,     1,     0,     1,     1,     4,     6,     3,     2,     3,    10,     3,     4,     2,     7,     5,     0,     0
609,     3,     7,     8,     1,     0,     3,     1,     7,     2,     4,     1,     8,    10,     5,     3,     1,     6,     5,     1,     0
610,     8,     9,     1,     4,     5,     0,     5,     1,     5,     7,     6,     0,     4,     4,     3,     5,     2,     7,     7,     4
611,     5,     6,     8,     8,     0,     2,     3,     4,     9,     5,     2,     1,     1,     1,     2,     0,     1,     6,     7,     9
612,     5,     6,     6,     9,     0,     1,     3,     4,     9,     5,     2,     1,     2,     2,     2,     2,     2,     6,     8,    10
613,     1,     4,     7,     1,     1,     0,     1,     6,     6,     6,     3,     6,     9,     5,     3,     3,     8,     7,     0,     0
614,     2,     5,     8,     1,     1,     1,     0,     3,     3,     6,     2,     5,     9,     1,     2,     2,     4,     5,     1,     0
615,     3,     7,     9,     0,     3,     1,     0,     7,     5,     9,     3,     5,    10,     6,     6,     3,     9,     5,     0,     0
616,     3,     9,     9,     6,     1,     2,     6,     4,     5,     8,     3,     0,     0,     0,     3,     2,     5,     5,     9,    10
617,     0,     2,     1,     8,     2,     0,     8,     4,     0,     8,     1,     2,     2,     2,     7,     4,     8,     6,     6,     3
618,     2,     7,     9,     0,     0,     1,     2,     7,     6,     7,     0,     8,     8,     7,     1,     1,     5,     8,     1,     0
619,     2,     6,     6,     0,     1,     1,     1,     5,     7,     3,     1,     5,    10,     4,     3,     3,     8,     6,     1,     0
620,     5,     6,     1,     9,     6,     0,     3,     2,     3,     5,     6,     2,     4,     6,     4,     5,     2,     7,     4,     2
621,     4,     8,    10,     2,     1,     2,     2,     3,     5,     5,     3,     5,     8,     3,     2,     3,     8,     4,     0,     0
622,     2,     2,     1,     8,     3,     1,     6,     3,     1,     4,     3,     1,     5,     4,     3,     3,     5,     4,     8,     2
623,     2,     4,     4,     8,     1,     0,     7,     4,     0,     9,     1,     6,     6,     1,     7,     9,     6,     4,     6,     0
624,     0,     3,     3,     9,     1,     0,     7,     5,     0,     3,     3,     3,     3,     2,     6,     6,     9,     5,     6,     1
625,     6,     5,    10,     2,     1,     0,     4,     5,     9,     4,     3,     0,     0,     0,     2,     2,     2,     5,    10,     9
626,     6,     5,     1,     6,     7,     1,     6,     2,     7,     7,     8,     2,     2,     9,     3,     5,     2,     4,     5,     2
627,     1,     3,     3,     8,     2,     0,    10,     5,     0,     5,     0,     2,     4,     4,     6,     2,     7,     7,     4,     5
628,     3,     7,     8,     2,     1,     2,     2,     4,     5,     5,     3,     4,     9,     4,     1,     2,     5,     4,     2,     0
629,     4,     3,     1,     6,     3,     1,     8,     6,     1,     8,     2,     1,     6,     0,     6,     7,     6,     3,     4,     3
630,     2,     6,     7,     0,     1,     1,     1,     5,     5,     5,     2,     4,     7,     5,     2,     3,     7,     4,     0,     0
631,     2,     8,    10,     0,     1,     0,     1,     5,     6,     8,     1,     5,     8,     1,     3,     1,     9,     7,     1,     0
632,     7,     4,     5,     7,     4,     0,     4,     0,     4,     7,     6,     4,     3,     7,     1,     1,     3,     3,     5,     1
633,     4,     1,     2,    10,     0,     2,     5,     6,     0,     3,     1,     2,     3,     3,     7,     3,     5,     4,     5,     2
634,     2,     1,     2,     8,     5,     0,     8,     6,     0,     4,     1,     3,     1,     0,     4,     3,     7,     3,     6,     4
635,     1,     4,    10,     0,     0,     1,     0,     4,     3,     6,     3,     3,    10,     4,     5,     4,     4,     3,     0,     0
636,     6,     5,    10,     4,     1,     0,     5,     3,     5,     5,     1,     0,     0,     1,     0,     3,     3,     5,     9,    10
637,     0,     2,     0,     7,     3,     0,    10,     3,     2,     4,     1,     1,     2,     3,     3,     4,     7,     7,     6,     4
638,     1,     2,     0,     8,     2,     1,     7,     3,     0,     4,     2,     0,     2,     1,     8,     3,     7,     5,     3,     1
639,     6,     1,     1,     6,     2,     1,     6,     4,     1,     3,     3,     1,     4,     3,     6,     4,     8,     3,     5,     2
640,     2,     9,     9,     0,     2,     0,     1,     6,     5,     7,     1,     7,     9,     3,     2,     3,     7,     2,     1,     0
641,     6,     7,     0,     7,     4,     1,     3,     1,     9,     5,     8,     3,     1,     4,     4,     3,     3,     4,     4,     3
642,     8,     7,     1,     6,     5,     1,     2,     3,     4,     5,     4,     2,     3,     8,     3,     2,     2,     5,     7,     4
643,     1,     2,     1,     7,     2,     0,     7,     7,     3,     3,     1,     1,     5,     1,     7,     3,     8,     5,     6,     1
644,     3,     5,    10,     1,     2,     1,     1,     8,     4,     8,     2,     6,     8,     5,     3,     3,     3,     6,     1,     0
645,     0,     0,     2,     9,     3,     1,     8,     3,     0,     8,     0,     3,     5,     4,     8,     3,     7,     4,     6,     3
646,     1,     6,     9,     1,     2,     2,     1,     7,     6,     4,     3,     4,     8,     3,     5,     2,     9,     4,     0,     0
647,     4,     3,     5,     8,     0,     0,     7,     3,     2,     4,     0,     3,     4,     3,     6,     4,     8,     5,     7,     1
648,     2,     6,     9,     1,     1,     3,     1,     6,     7,     2,     0,     7,     8,     4,     3,     5,     6,     2,     0,     0
649,     0,     6,     7,     1,     1,     0,     2,     3,     7,     5,     1,     6,     9,     4,     3,     5,     6,     4,     0,     0
650,     3,     1,     0,    10,     6,     4,     8,     5,     1,     2,     1,     3,     4,     2,     7,     3,     7,     4,     5,     4
651,     6,     4,     7,     5,     0,     1,     4,     7,     7,     6,     1,     3,     1,     1,     4,     2,     1,     7,     9,     7
652,     4,     4,     9,     0,     1,     0,     0,     6,     4,     6,     3,     3,    10,     6,     3,     3,     7,     3,     0,     0
653,     1,     2,     1,     8,     3,     1,     7,     3,     1,     2,     2,     3,     4,     3,     6,     5,     8,     6,     5,     2
654,     2,     2,     3,     8,     3,     0,     9,     6,     3,     4,     0,     1,     5,     1,     6,     3,     8,     5,     4,     1
655,     7,     7,     9,     6,     0,     1,     2,     3,     7,     4,     5,     1,     1,     0,     5,     3,     2,     5,     9,     9
656,     4,     6,     9,     3,     1,     2,     6,     6,     8,     4,     2,     3,     2,     0,     4,     2,     0,     5,     7,     9
657,     4,     8,     0,     7,     5,     0,     1,     1,     4,     4,     6,     2,     2,     7,     3,     3,     2,     5,     3,     4
658,     3,     0,     2,     8,     2,     0,     8,     6,     0,     5,     2,     3,     6,     4,     8,     7,     9,     2,     7,     2
659,     8,     9,     0,     7,     3,     0,     5,     0,     5,     4,     6,     4,     2,     5,     3,     3,     4,     4,     7,     3
660,     2,     2,     3,     8,     1,     1,     7,     7,     2,     5,     0,     2,     3,     2,     6,     4,     8,     8,     9,     2
661,     3,     7,    10,     1,     1,     1,     1,     5,     2,     4,     4,     5,     8,     4,     2,     3,     9,     4,     0,     0
662,     3,     6,     8,     4,     0,     1,     3,     6,     8,     8,     2,     1,     2,     0,     4,     1,     4,     7,     8,    10
663,     7,     8,    10,     7,     0,     0,     4,     6,     9,     5,     5,     0,     2,     1,     2,     0,     3,     6,     9,     8
664,     6,     2,     9,     7,     0,     1,     3,     5,     9,     4,     3,     1,     0,     0,     0,     1,     3,     4,    10,     8
665,     6,     7,     6,     3,     0,     1,     5,     7,    10,     3,     3,     1,     1,     0,     0,     1,     2,     4,     9,     9
666,     5,     5,     9,     4,     0,     2,     7,     2,     9,     3,     3,     1,     1,     0,     3,     0,     1,     5,    10,    10
667,     4,     3,     1,    10,     4,     0,     8,     2,     1,     5,     2,     4,     5,     2,     3,     7,     8,     5,     7,     0
668,     1,     2,     3,     9,     2,     0,     7,     4,     1,     2,     3,     2,     4,     3,     4,     5,     6,     4,     6,     2
669,     2,     1,     2,     6,     0,     0,     7,     7,     0,     6,     0,     4,     3,     3,     7,     6,     8,     3,     6,     2
670,     2,     6,     9,     0,     0,     0,     1,     6,     2,     3,     2,     3,     9,     4,     2,     1,     6,     7,     1,     0
